store_name,location_long,location_lat,product_group,product_brand,product_name,sales_volume,date_of_manufacture,date_of_expiry,product_price,status,duration_of_expiry,discount,discount_percentage,discount_price,last_status,ultra_discount_percentage,ultra_discount
NutriMart,69.12988940886433,41.375153171727696,Dairy Products,Amul,Cream,83,2024-09-25,2024-12-16,5.96,yes,82,yes,50.0,2.98,no,50.0,2.98
FoodWorld,69.22830307931488,41.37477779255241,Sweets,Roshen,Candies,77,2025-02-03,2025-07-31,11.85,yes,178,no,0.0,0.0,yes,0.0,0.0
FoodWorld,69.36502611147033,41.348272086247434,Beverages,Nestlé Pure Life,Tea,32,2024-05-05,2026-03-06,11.89,yes,670,no,0.0,0.0,yes,0.0,0.0
MarketMax,69.36508819559879,41.38089522515195,Beverages,Nescafé,Tea,9,2024-10-11,2025-12-03,12.14,no,418,no,0.0,0.0,no,0.0,0.0
MarketMax,69.32404170479877,41.360770600331826,Bakery Products,Barilla,Pasta,19,2024-10-14,2024-11-23,3.12,no,40,yes,50.0,1.56,no,50.0,1.56
TastyBite,69.24884133663139,41.28791822259488,Meat Products,Perdue,Sausage,47,2024-08-07,2024-09-19,14.73,yes,43,yes,50.0,7.365,no,50.0,7.365
GoldenCart,69.10872866422642,41.28303753908305,Bakery Products,Ozon,Noodles,84,2024-09-07,2024-11-26,1.72,yes,80,yes,50.0,0.86,no,50.0,0.86
FoodWorld,69.34330908115534,41.36758290378613,Sweets,Mars,Chocolate,90,2024-06-17,2025-06-13,8.16,no,361,yes,27.5,2.244,no,27.5,2.244
TastyBite,69.25058661520615,41.27568435777416,Dairy Products,Campina,Cottage Cheese,21,2024-03-28,2024-05-26,3.97,yes,59,yes,50.0,1.985,no,50.0,1.985
MegaMarket,69.36861985139821,41.32816583807164,Sweets,Nestlé,Halva,54,2025-01-19,2025-05-09,2.38,yes,110,no,0.0,0.0,yes,0.0,0.0
SuperValue,69.17190371989925,41.32799663317351,Meat Products,Oscar Mayer,Poultry,2,2024-08-05,2024-08-19,23.56,yes,14,yes,50.0,11.78,no,50.0,11.78
GoldenCart,69.36650103495893,41.33551857269907,Bakery Products,Pioner,Biscuits,67,2024-10-18,2024-11-17,5.56,yes,30,yes,50.0,2.78,no,50.0,2.78
FoodWorld,69.29057209663902,41.29241793521686,Sweets,Ferrero,Candies,29,2024-07-19,2025-04-03,6.36,no,258,yes,23.0,1.4628,no,23.0,1.4628
PrimePick,69.23822569142766,41.348785800933435,Sweets,Milka,Cakes,42,2024-11-03,2025-08-21,11.63,yes,291,yes,18.5,2.1515500000000003,yes,0.0,0.0
SuperValue,69.1051802143925,41.34903201009313,Meat Products,Tyson,Smoked Meat,54,2024-08-10,2024-08-21,5.28,yes,11,yes,50.0,2.64,no,50.0,2.64
PrimePick,69.27610107235589,41.31957462621762,Beverages,Pepsi,Carbonated Drinks,82,2024-10-13,2026-04-23,12.57,yes,557,no,0.0,0.0,yes,0.0,0.0
MarketMax,69.24840720888365,41.357989908150685,Meat Products,Hormel,Sausage,96,2024-04-20,2024-05-05,21.36,no,15,yes,50.0,10.68,no,50.0,10.68
EcoGrocer,69.14020114489959,41.38729355996327,Beverages,Lipton,Carbonated Drinks,56,2024-07-30,2025-12-01,10.45,yes,489,yes,15.2,1.5883999999999998,yes,0.0,0.0
NutriMart,69.22737213584405,41.2831145534807,Sweets,Ferrero,Jam,66,2025-01-21,2025-06-18,10.93,yes,148,no,0.0,0.0,yes,0.0,0.0
GoldenCart,69.24144696640691,41.286722584655635,Meat Products,Oscar Mayer,Poultry,81,2024-10-25,2024-11-09,21.59,yes,15,yes,50.0,10.795,no,50.0,10.795
MarketMax,69.38332806244622,41.28137772024553,Beverages,Nescafé,Mineral Water,98,2024-07-24,2026-06-22,4.97,no,698,no,0.0,0.0,no,0.0,0.0
GoldenCart,69.3416931982487,41.287891069389474,Meat Products,Tyson,Sausage,87,2024-08-05,2024-09-20,6.76,no,46,yes,50.0,3.38,no,50.0,3.38
GoldenCart,69.35123179792092,41.29374388452681,Sweets,Ferrero,Jam,34,2024-04-14,2025-01-06,8.72,yes,267,yes,50.0,4.36,no,50.0,4.36
PrimePick,69.36763119641975,41.21708265232674,Bakery Products,Barilla,Biscuits,79,2024-03-30,2024-09-22,5.39,yes,176,yes,50.0,2.695,no,50.0,2.695
FreshFoods,69.3030547558622,41.26653098109904,Meat Products,Cherkizovo,Sausage,28,2025-02-09,2025-03-16,8.11,yes,35,yes,41.8,3.3899799999999995,no,41.8,3.3899799999999995
MegaMarket,69.17238748057552,41.348561846721815,Meat Products,Perdue,Poultry,30,2025-01-18,2025-03-16,10.01,no,57,yes,37.7,3.77377,no,37.7,3.77377
SuperValue,69.19785374850682,41.30783842609717,Meat Products,Tyson,Beef,75,2024-06-11,2024-08-06,23.22,no,56,yes,50.0,11.61,no,50.0,11.61
FreshFoods,69.23736083032637,41.20695671714513,Dairy Products,President,Cottage Cheese,64,2024-07-21,2024-08-05,9.04,yes,15,yes,50.0,4.52,no,50.0,4.52
EcoGrocer,69.21828157543595,41.201246413961954,Bakery Products,Ozon,Buns,94,2025-02-05,2025-04-06,7.62,no,60,yes,28.9,2.20218,no,28.9,2.20218
SuperValue,69.3896932284669,41.345938935477236,Meat Products,Hormel,Smoked Meat,48,2024-09-12,2024-11-04,24.85,no,53,yes,50.0,12.425,no,50.0,12.425
TastyBite,69.16601440541712,41.24011565064179,Beverages,Nestlé Pure Life,Tea,70,2024-07-09,2025-08-27,9.32,yes,414,no,0.0,0.0,yes,0.0,0.0
PrimePick,69.31935150165366,41.3972680586004,Meat Products,Tyson,Hot Dogs,65,2024-12-04,2025-01-02,20.24,yes,29,yes,50.0,10.12,no,50.0,10.12
TastyBite,69.14131232348323,41.35308403222307,Sweets,Mars,Jam,73,2024-09-09,2025-08-11,3.8,no,336,yes,15.6,0.5928,no,0.0,0.0
TastyBite,69.34574264399741,41.252701720603376,Bakery Products,Barilla,Buns,10,2024-12-31,2025-06-10,4.94,no,161,yes,19.8,0.97812,no,0.0,0.0
NutriMart,69.17444842984928,41.20556857453007,Meat Products,Perdue,Smoked Meat,89,2024-03-28,2024-05-27,14.02,yes,60,yes,50.0,7.01,no,50.0,7.01
MarketMax,69.28557200653698,41.25135854635336,Beverages,Lipton,Mineral Water,27,2024-06-07,2026-03-07,2.39,yes,638,yes,15.1,0.36089,yes,0.0,0.0
TastyBite,69.21341131722524,41.330742712273086,Meat Products,Tyson,Hot Dogs,71,2024-04-04,2024-05-23,7.64,yes,49,yes,50.0,3.82,no,50.0,3.82
SuperValue,69.1402194493699,41.39924622878179,Sweets,Mars,Ice Cream,37,2024-07-03,2024-10-11,8.33,no,100,yes,50.0,4.165,no,50.0,4.165
TastyBite,69.20824078478242,41.280548219081766,Bakery Products,Yashkino,Pasta,6,2024-06-03,2024-08-25,5.4,yes,83,yes,50.0,2.7,no,50.0,2.7
PrimePick,69.34221280604773,41.311712333117434,Dairy Products,Amul,Cheese,11,2024-12-21,2025-01-04,2.97,yes,14,yes,50.0,1.485,no,50.0,1.485
EcoGrocer,69.16729320110957,41.26483605315532,Bakery Products,Yashkino,Buns,84,2024-04-24,2024-08-10,5.33,yes,108,yes,50.0,2.665,no,50.0,2.665
SuperValue,69.2376850005801,41.39315755979236,Beverages,Lipton,Tea,36,2024-11-21,2025-07-26,14.87,yes,247,no,0.0,0.0,yes,0.0,0.0
NutriMart,69.26196502265365,41.20682069458623,Meat Products,Perdue,Poultry,18,2024-03-31,2024-05-11,9.96,no,41,yes,50.0,4.98,no,50.0,4.98
EcoGrocer,69.1048431611485,41.22319688487765,Beverages,Coca-Cola,Coffee,29,2024-06-18,2025-03-17,5.63,no,272,no,0.0,0.0,no,0.0,0.0
MegaMarket,69.10140663418107,41.27872768316219,Meat Products,Tyson,Smoked Meat,50,2024-09-28,2024-11-19,18.91,yes,52,yes,50.0,9.455,no,50.0,9.455
MegaMarket,69.23468360991434,41.36621640327338,Meat Products,Oscar Mayer,Hot Dogs,85,2024-07-17,2024-07-30,12.96,yes,13,yes,50.0,6.48,no,50.0,6.48
SuperValue,69.109765680156,41.26667168585892,Meat Products,Hormel,Sausage,15,2024-04-07,2024-05-08,5.96,yes,31,yes,50.0,2.98,no,50.0,2.98
MarketMax,69.10761376836302,41.256749485016606,Beverages,Lipton,Coffee,69,2025-01-29,2026-01-12,2.01,yes,348,yes,14.2,0.2854199999999999,yes,0.0,0.0
FreshFoods,69.14380076979381,41.318806004563875,Sweets,Mars,Halva,85,2024-07-28,2025-06-24,8.21,no,331,yes,18.2,1.49422,no,0.0,0.0
TastyBite,69.33406973532979,41.27646066542238,Dairy Products,President,Milk,95,2024-09-11,2024-11-14,4.17,yes,64,yes,50.0,2.085,no,50.0,2.085
MarketMax,69.30089022139907,41.2264921990301,Meat Products,Perdue,Poultry,58,2025-01-16,2025-01-24,22.73,no,8,yes,50.0,11.365,no,50.0,11.365
EcoGrocer,69.13889506043712,41.39379339381609,Meat Products,Cherkizovo,Smoked Meat,36,2024-11-24,2025-01-08,24.54,no,45,yes,50.0,12.27,no,50.0,12.27
MegaMarket,69.22331385609347,41.361759193968616,Sweets,Roshen,Jam,28,2024-11-21,2025-11-16,4.82,no,360,no,0.0,0.0,no,0.0,0.0
MarketMax,69.3277392277568,41.24110253720341,Dairy Products,Amul,Milk,37,2024-08-27,2024-10-07,3.55,no,41,yes,50.0,1.775,no,50.0,1.775
MegaMarket,69.22455213552695,41.3314119471881,Bakery Products,Barilla,Biscuits,5,2024-03-20,2024-04-02,2.08,no,13,yes,50.0,1.04,no,50.0,1.04
FoodWorld,69.29751408099186,41.37787871448388,Meat Products,Oscar Mayer,Smoked Meat,100,2025-01-28,2025-03-03,21.1,no,34,yes,49.2,10.381200000000002,no,49.2,10.381200000000002
FreshFoods,69.28778029811414,41.20228549396973,Bakery Products,Ozon,Wheat Flour,14,2024-11-15,2024-12-28,6.74,yes,43,yes,50.0,3.37,no,50.0,3.37
MegaMarket,69.33944444326109,41.31898050467931,Sweets,Ferrero,Chocolate,61,2024-06-16,2025-03-31,11.57,yes,288,no,0.0,0.0,yes,0.0,0.0
MegaMarket,69.16654770445992,41.212151224564245,Meat Products,Cherkizovo,Smoked Meat,82,2024-03-25,2024-05-05,22.78,yes,41,yes,50.0,11.39,no,50.0,11.39
MarketMax,69.33441336699286,41.352483374719824,Bakery Products,Ozon,Noodles,3,2024-08-20,2024-11-12,5.91,yes,84,yes,50.0,2.955,no,50.0,2.955
MarketMax,69.31537493018826,41.32007280660256,Beverages,Lipton,Carbonated Drinks,12,2024-05-09,2025-03-21,7.23,no,316,no,0.0,0.0,no,0.0,0.0
TastyBite,69.31896908960655,41.27566187023145,Dairy Products,Campina,Butter,59,2024-10-17,2024-12-24,9.79,no,68,yes,50.0,4.895,no,50.0,4.895
SuperValue,69.10838004275898,41.284938418230745,Beverages,Lipton,Carbonated Drinks,84,2024-11-05,2025-08-29,2.02,yes,297,yes,18.3,0.36966,yes,0.0,0.0
MegaMarket,69.32801037264947,41.286450144129375,Sweets,Nestlé,Cakes,54,2024-08-23,2025-01-11,4.91,no,141,yes,50.0,2.455,no,50.0,2.455
GoldenCart,69.34779356237186,41.29925130800048,Beverages,Nescafé,Coffee,43,2024-06-25,2026-04-13,5.09,yes,657,yes,8.9,0.45301,yes,0.0,0.0
SuperValue,69.17613059013955,41.329044288355185,Beverages,Nescafé,Coffee,73,2025-02-09,2026-12-24,11.04,no,683,yes,17.0,1.8768,no,0.0,0.0
EcoGrocer,69.25132718460694,41.293381779472135,Dairy Products,President,Cream,50,2024-04-05,2024-05-17,7.8,no,42,yes,50.0,3.9,no,50.0,3.9
EcoGrocer,69.14487632147046,41.265279171827586,Dairy Products,Nestlé,Kefir,87,2024-03-27,2024-05-25,7.7,no,59,yes,50.0,3.85,no,50.0,3.85
FoodWorld,69.2515931097633,41.30652480107847,Meat Products,Tyson,Hot Dogs,79,2024-09-29,2024-11-21,18.35,no,53,yes,50.0,9.175,no,50.0,9.175
SuperValue,69.38677746160475,41.25479226475144,Beverages,Lipton,Carbonated Drinks,44,2025-01-15,2026-09-15,2.05,yes,608,yes,17.4,0.3566999999999999,yes,0.0,0.0
NutriMart,69.34772737248075,41.30473577164803,Bakery Products,Makfa,Noodles,100,2024-08-15,2024-09-14,3.75,no,30,yes,50.0,1.875,no,50.0,1.875
NutriMart,69.23066184047096,41.213789864016064,Dairy Products,President,Yogurt,71,2024-12-04,2024-12-29,4.57,yes,25,yes,50.0,2.285,no,50.0,2.285
MarketMax,69.12687222189874,41.32506725948971,Bakery Products,Barilla,Noodles,69,2024-04-17,2024-07-22,7.59,yes,96,yes,50.0,3.795,no,50.0,3.795
EcoGrocer,69.10112243087575,41.33398198006575,Sweets,Ferrero,Ice Cream,32,2024-08-30,2025-07-08,7.27,yes,312,no,0.0,0.0,yes,0.0,0.0
TastyBite,69.3878936073442,41.31338940955754,Bakery Products,Ozon,Biscuits,19,2024-08-16,2024-10-28,1.66,yes,73,yes,50.0,0.83,no,50.0,0.83
MarketMax,69.30872078060005,41.341253364216,Beverages,Nestlé Pure Life,Carbonated Drinks,3,2025-01-29,2026-09-17,5.0,yes,596,no,0.0,0.0,yes,0.0,0.0
NutriMart,69.37403654854647,41.2471123906443,Sweets,Ferrero,Jam,39,2024-12-11,2025-11-13,2.24,no,337,no,0.0,0.0,no,0.0,0.0
SuperValue,69.1926453789685,41.25953196078366,Beverages,Pepsi,Coffee,91,2025-01-14,2025-08-23,8.79,yes,221,yes,16.3,1.43277,yes,0.0,0.0
TastyBite,69.18006531221238,41.29319837928904,Beverages,Lipton,Carbonated Drinks,29,2024-05-10,2025-05-16,5.73,yes,371,no,0.0,0.0,yes,0.0,0.0
TastyBite,69.20845551579548,41.217725421495324,Beverages,Pepsi,Juices,1,2024-07-28,2025-05-10,9.72,no,286,no,0.0,0.0,no,0.0,0.0
PrimePick,69.32330950582366,41.31614281293588,Beverages,Nestlé Pure Life,Carbonated Drinks,99,2024-05-24,2025-09-26,6.61,yes,490,yes,16.8,1.11048,yes,0.0,0.0
TastyBite,69.23941348266119,41.22422747893459,Dairy Products,President,Cottage Cheese,23,2024-04-22,2024-07-06,4.97,yes,75,yes,50.0,2.485,no,50.0,2.485
EcoGrocer,69.17334866955235,41.29865852629818,Sweets,Milka,Cakes,34,2025-02-10,2025-12-29,2.29,yes,322,no,0.0,0.0,yes,0.0,0.0
GoldenCart,69.32566828563716,41.210908188010265,Beverages,Nestlé Pure Life,Juices,91,2024-12-13,2025-07-25,7.79,yes,224,yes,16.4,1.2775599999999998,yes,0.0,0.0
TastyBite,69.11712754106993,41.31331896050731,Bakery Products,Yashkino,Buns,32,2024-05-18,2024-07-09,4.19,yes,52,yes,50.0,2.095,no,50.0,2.095
TastyBite,69.38033914597537,41.273417062380695,Sweets,Milka,Halva,23,2025-02-08,2025-07-13,11.2,yes,155,no,0.0,0.0,yes,0.0,0.0
PrimePick,69.30288710657979,41.35259173854767,Sweets,Roshen,Chocolate,50,2024-03-26,2024-09-28,10.8,no,186,yes,50.0,5.4,no,50.0,5.4
PrimePick,69.18895707050591,41.35622892000156,Meat Products,Hormel,Sausage,14,2024-07-31,2024-08-13,7.06,no,13,yes,50.0,3.53,no,50.0,3.53
FreshFoods,69.2428932898768,41.22153362084027,Beverages,Pepsi,Coffee,83,2024-04-28,2025-04-16,12.6,yes,353,yes,19.4,2.4443999999999995,yes,0.0,0.0
EcoGrocer,69.36635577093018,41.2454928354182,Meat Products,Hormel,Hot Dogs,91,2024-03-23,2024-05-12,6.98,yes,50,yes,50.0,3.49,no,50.0,3.49
FreshFoods,69.38458121401939,41.30786843923989,Beverages,Coca-Cola,Juices,50,2025-02-13,2027-01-07,14.94,yes,693,no,0.0,0.0,yes,0.0,0.0
NutriMart,69.29652782794882,41.21861305561811,Beverages,Nestlé Pure Life,Juices,63,2025-01-04,2026-03-18,1.2,yes,438,no,0.0,0.0,yes,0.0,0.0
EcoGrocer,69.24767046654722,41.35630855908254,Sweets,Roshen,Jam,21,2024-06-12,2024-10-02,10.62,yes,112,yes,50.0,5.31,no,50.0,5.31
FreshFoods,69.18874465438861,41.23411429127612,Meat Products,Cherkizovo,Smoked Meat,38,2024-04-04,2024-04-20,18.89,yes,16,yes,50.0,9.445,no,50.0,9.445
MarketMax,69.3547948726437,41.24357987525211,Beverages,Nestlé Pure Life,Coffee,58,2024-05-24,2026-05-11,1.2,yes,717,no,0.0,0.0,yes,0.0,0.0
TastyBite,69.26323365204829,41.325624944797376,Bakery Products,Pioner,Wheat Flour,2,2024-12-27,2025-01-05,3.56,yes,9,yes,50.0,1.78,no,50.0,1.78
FreshFoods,69.25050061148885,41.21822681003701,Sweets,Mars,Chocolate,90,2024-07-23,2024-10-21,2.0,no,90,yes,50.0,1.0,no,50.0,1.0
FoodWorld,69.33728926790113,41.328097613618105,Beverages,Nescafé,Tea,81,2024-06-09,2025-05-13,1.72,no,338,no,0.0,0.0,no,0.0,0.0
EcoGrocer,69.35799166723616,41.27064658671071,Sweets,Mars,Ice Cream,74,2024-06-14,2024-12-06,4.05,no,175,yes,50.0,2.025,no,50.0,2.025
FoodWorld,69.38574423014016,41.34863318721607,Bakery Products,Barilla,Bread,35,2024-04-23,2024-07-28,6.96,yes,96,yes,50.0,3.48,no,50.0,3.48
NutriMart,69.22011467693565,41.345426432365564,Dairy Products,Campina,Yogurt,59,2024-05-26,2024-06-30,8.65,yes,35,yes,50.0,4.325,no,50.0,4.325
PrimePick,69.19611162360106,41.33894272196044,Sweets,Nestlé,Candies,43,2024-12-19,2025-07-18,5.06,yes,211,no,0.0,0.0,yes,0.0,0.0
MarketMax,69.30572646062144,41.20026605439914,Sweets,Nestlé,Jam,84,2024-08-03,2025-04-15,5.51,yes,255,no,0.0,0.0,yes,0.0,0.0
NutriMart,69.13306105757567,41.323651314806355,Bakery Products,Makfa,Bread,47,2024-12-12,2025-04-27,3.44,no,136,no,0.0,0.0,no,0.0,0.0
SuperValue,69.13836468939787,41.33366473406883,Meat Products,Perdue,Smoked Meat,28,2025-02-13,2025-03-25,21.32,yes,40,no,0.0,0.0,yes,0.0,0.0
MarketMax,69.12707848528693,41.29477997369029,Meat Products,Hormel,Hot Dogs,63,2024-09-22,2024-10-12,5.37,yes,20,yes,50.0,2.685,no,50.0,2.685
NutriMart,69.17317784884115,41.311593274232024,Sweets,Roshen,Jam,98,2024-04-17,2024-12-15,2.64,yes,242,yes,50.0,1.32,no,50.0,1.32
GoldenCart,69.15063135286725,41.248788823134454,Dairy Products,Danone,Cheese,77,2024-12-04,2024-12-30,4.2,no,26,yes,50.0,2.1,no,50.0,2.1
TastyBite,69.33028272373869,41.32397586391533,Sweets,Mars,Ice Cream,81,2024-06-09,2025-05-27,4.8,no,352,no,0.0,0.0,no,0.0,0.0
PrimePick,69.32368305406204,41.25298741909245,Sweets,Milka,Chocolate,6,2025-01-08,2025-07-06,6.21,yes,179,yes,16.8,1.04328,yes,0.0,0.0
TastyBite,69.35807429754868,41.23445130225483,Sweets,Mars,Ice Cream,85,2024-06-21,2024-09-29,10.28,yes,100,yes,50.0,5.14,no,50.0,5.14
MegaMarket,69.34352519151281,41.21632171677645,Dairy Products,Amul,Cheese,37,2024-07-04,2024-08-28,5.57,yes,55,yes,50.0,2.785,no,50.0,2.785
NutriMart,69.31683624627303,41.30521872820059,Meat Products,Perdue,Hot Dogs,4,2024-12-24,2025-01-17,13.49,yes,24,yes,50.0,6.745,no,50.0,6.745
MegaMarket,69.27199869076708,41.27980422704953,Sweets,Mars,Candies,100,2024-07-05,2025-04-15,10.57,yes,284,no,0.0,0.0,yes,0.0,0.0
SuperValue,69.13456314459334,41.23127433865606,Meat Products,Perdue,Smoked Meat,5,2024-03-21,2024-04-05,24.46,yes,15,yes,50.0,12.23,no,50.0,12.23
NutriMart,69.19703803394586,41.3199279794936,Beverages,Pepsi,Juices,89,2024-08-03,2026-04-10,1.71,no,615,no,0.0,0.0,no,0.0,0.0
FoodWorld,69.29163330056781,41.30317228100563,Meat Products,Cherkizovo,Sausage,63,2024-08-13,2024-09-18,12.73,no,36,yes,50.0,6.365,no,50.0,6.365
MegaMarket,69.25873717743579,41.34859531928472,Meat Products,Perdue,Lamb,86,2024-12-18,2025-02-01,5.59,yes,45,yes,50.0,2.795,no,50.0,2.795
MegaMarket,69.22514442607728,41.37070842889139,Beverages,Pepsi,Juices,83,2024-11-09,2026-03-18,9.79,yes,494,yes,22.2,2.17338,yes,22.2,2.17338
TastyBite,69.3662285584803,41.26375137899106,Bakery Products,Barilla,Buns,20,2024-06-07,2024-08-02,1.11,no,56,yes,50.0,0.555,no,50.0,0.555
NutriMart,69.14258879951159,41.332718866298606,Bakery Products,Makfa,Biscuits,72,2025-02-16,2025-04-11,7.52,no,54,yes,21.5,1.6167999999999998,no,21.5,1.6167999999999998
MarketMax,69.3349768259053,41.30305433117541,Meat Products,Hormel,Lamb,43,2024-12-04,2025-01-06,16.15,no,33,yes,50.0,8.075,no,50.0,8.075
TastyBite,69.3105162589846,41.36965951112347,Beverages,Lipton,Juices,65,2024-11-18,2026-11-05,3.35,yes,717,yes,15.6,0.5226000000000001,yes,0.0,0.0
TastyBite,69.3915654683516,41.37751922117958,Dairy Products,Nestlé,Yogurt,44,2024-09-15,2024-11-01,5.24,yes,47,yes,50.0,2.62,no,50.0,2.62
EcoGrocer,69.25470887578668,41.301911452511874,Sweets,Milka,Candies,75,2024-08-01,2025-07-17,4.86,yes,350,no,0.0,0.0,yes,0.0,0.0
PrimePick,69.24749036905489,41.3261754542983,Meat Products,Hormel,Beef,43,2024-10-02,2024-10-22,20.3,yes,20,yes,50.0,10.15,no,50.0,10.15
MarketMax,69.24291272769098,41.21153167823834,Dairy Products,Nestlé,Cottage Cheese,14,2025-01-15,2025-03-20,7.19,yes,64,yes,23.3,1.6752700000000005,yes,23.3,1.6752700000000005
FoodWorld,69.23107048684804,41.242190699196016,Sweets,Milka,Cakes,73,2024-08-09,2025-01-29,3.78,yes,173,yes,50.0,1.89,no,50.0,1.89
FreshFoods,69.16041603312786,41.27719672011948,Bakery Products,Ozon,Wheat Flour,79,2025-01-27,2025-05-31,6.93,no,124,yes,19.3,1.33749,no,0.0,0.0
FreshFoods,69.11066861272016,41.272627135519194,Dairy Products,Campina,Cream,49,2024-10-31,2025-01-11,4.36,no,72,yes,50.0,2.18,no,50.0,2.18
MarketMax,69.1751097811287,41.257676877826746,Sweets,Mars,Halva,67,2024-09-04,2025-02-20,6.38,no,169,yes,47.8,3.04964,no,47.8,3.04964
EcoGrocer,69.2872248034492,41.26694145163532,Meat Products,Perdue,Poultry,78,2024-07-02,2024-08-18,11.12,yes,47,yes,50.0,5.56,no,50.0,5.56
TastyBite,69.14908962270044,41.218375092876414,Sweets,Nestlé,Chocolate,51,2025-02-05,2025-06-21,9.01,yes,136,no,0.0,0.0,yes,0.0,0.0
FoodWorld,69.23495738259281,41.276797278530886,Meat Products,Cherkizovo,Smoked Meat,8,2024-12-20,2025-01-14,8.78,no,25,yes,50.0,4.39,no,50.0,4.39
MarketMax,69.31762639376444,41.32682245847432,Dairy Products,Campina,Cheese,73,2024-04-06,2024-04-23,8.88,yes,17,yes,50.0,4.44,no,50.0,4.44
FreshFoods,69.33856162050571,41.30402156165675,Meat Products,Hormel,Smoked Meat,63,2024-08-19,2024-08-29,7.8,yes,10,yes,50.0,3.9,no,50.0,3.9
TastyBite,69.38755718328589,41.32825815480473,Meat Products,Cherkizovo,Poultry,69,2024-10-31,2024-12-04,16.46,yes,34,yes,50.0,8.23,no,50.0,8.23
FreshFoods,69.17240828938657,41.39327868129106,Dairy Products,Danone,Milk,64,2024-12-09,2025-01-22,5.61,yes,44,yes,50.0,2.805,no,50.0,2.805
TastyBite,69.21174111616672,41.27811091564962,Sweets,Milka,Chocolate,22,2024-07-17,2025-02-25,5.28,no,223,yes,46.8,2.47104,no,46.8,2.47104
EcoGrocer,69.25521315240992,41.22648821061984,Sweets,Mars,Jam,24,2024-08-13,2025-05-07,5.19,yes,267,no,0.0,0.0,yes,0.0,0.0
FreshFoods,69.22344781944096,41.39948926784818,Beverages,Nestlé Pure Life,Carbonated Drinks,43,2024-05-10,2025-08-22,9.36,yes,469,yes,18.3,1.71288,yes,0.0,0.0
MarketMax,69.136641813703,41.33792313396461,Dairy Products,Danone,Yogurt,13,2024-11-11,2024-12-27,7.07,no,46,yes,50.0,3.535,no,50.0,3.535
SuperValue,69.28568962441543,41.280231497229025,Beverages,Coca-Cola,Tea,50,2024-07-15,2025-11-10,4.83,yes,483,yes,17.0,0.8211,yes,0.0,0.0
MarketMax,69.12234501630765,41.224666524350084,Beverages,Pepsi,Carbonated Drinks,93,2024-09-22,2026-05-02,4.89,no,587,yes,20.1,0.98289,no,20.1,0.98289
SuperValue,69.36458759346968,41.39711292512252,Beverages,Coca-Cola,Carbonated Drinks,43,2024-06-04,2025-03-07,6.04,no,276,yes,35.8,2.16232,no,35.8,2.16232
FreshFoods,69.12875836476076,41.287747977094526,Bakery Products,Ozon,Wheat Flour,61,2024-05-24,2024-11-13,2.39,yes,173,yes,50.0,1.195,no,50.0,1.195
TastyBite,69.33255996264207,41.3845315767763,Meat Products,Cherkizovo,Poultry,22,2024-10-03,2024-10-13,17.67,no,10,yes,50.0,8.835,no,50.0,8.835
EcoGrocer,69.37813825675784,41.34402438870484,Bakery Products,Makfa,Bread,5,2024-08-29,2024-12-06,6.62,no,99,yes,50.0,3.31,no,50.0,3.31
MegaMarket,69.36043846196624,41.23083969284585,Dairy Products,Danone,Cottage Cheese,3,2024-03-21,2024-05-08,4.92,yes,48,yes,50.0,2.46,no,50.0,2.46
NutriMart,69.25688287949154,41.3952757290901,Bakery Products,Makfa,Bread,7,2024-12-03,2025-04-14,1.25,yes,132,no,0.0,0.0,yes,0.0,0.0
TastyBite,69.20924171800233,41.38766304013865,Bakery Products,Makfa,Bread,47,2024-09-18,2025-01-05,2.68,yes,109,yes,50.0,1.34,no,50.0,1.34
TastyBite,69.32843418035513,41.24330560016814,Sweets,Milka,Candies,79,2025-01-01,2025-11-11,4.97,no,314,no,0.0,0.0,no,0.0,0.0
NutriMart,69.25541991061667,41.32371754566626,Meat Products,Hormel,Sausage,92,2024-07-03,2024-08-31,22.27,yes,59,yes,50.0,11.135,no,50.0,11.135
TastyBite,69.26429673454305,41.331464432335714,Bakery Products,Pioner,Buns,50,2024-03-19,2024-08-20,5.72,yes,154,yes,50.0,2.86,no,50.0,2.86
PrimePick,69.35794196857447,41.38335084541692,Dairy Products,Nestlé,Cheese,41,2024-03-26,2024-05-21,5.3,no,56,yes,50.0,2.65,no,50.0,2.65
GoldenCart,69.38652461468186,41.27701562834938,Sweets,Mars,Jam,51,2024-08-31,2025-08-29,11.33,no,363,yes,23.8,2.69654,no,23.8,2.69654
FoodWorld,69.29434550825334,41.37668111879485,Bakery Products,Makfa,Pasta,22,2024-08-14,2024-10-06,1.29,yes,53,yes,50.0,0.645,no,50.0,0.645
MegaMarket,69.13895678370665,41.352230243996615,Sweets,Mars,Chocolate,55,2025-01-01,2025-11-27,10.38,yes,330,yes,22.0,2.2836000000000003,yes,22.0,2.2836000000000003
EcoGrocer,69.13574870506191,41.25593839560744,Sweets,Mars,Jam,12,2024-08-20,2025-02-01,10.33,no,165,yes,50.0,5.165,no,50.0,5.165
SuperValue,69.28269450606602,41.37844755993632,Bakery Products,Makfa,Pasta,71,2024-10-15,2025-04-13,6.99,no,180,no,0.0,0.0,no,0.0,0.0
FreshFoods,69.29865550925904,41.2516889786337,Bakery Products,Ozon,Bread,39,2024-05-27,2024-07-10,2.83,yes,44,yes,50.0,1.415,no,50.0,1.415
