product_direction,product_category,product_brand,product_name,product_price,production_date,expire_date,period_of_duration,brand_availability,discount_percentage,price_after_discount,store_name,location_long,location_lat,product_group,sales_volume,date_of_manufacture,date_of_expiry,status,duration_of_expiry,discount,discount_price,last_status,ultra_discount_percentage,ultra_discount
,,Pepsi,Carbonated Drinks,7.3,,,,,0.0,,MarketMax,69.2063078583859,41.2693481804623,Beverages,84.0,2024-11-16,2025-09-13,yes,301.0,no,0.0,yes,0.0,0.0
,,Makfa,Biscuits,1.25,,,,,49.8,,NutriMart,69.38688637292478,41.26797000795784,Bakery Products,87.0,2025-01-06,2025-01-27,no,21.0,yes,0.6225,no,49.8,0.6225
,,Nestl̩,Chocolate,10.1,,,,,16.8,,MarketMax,69.18696813502065,41.260872229362015,Sweets,86.0,2024-12-26,2025-08-16,no,233.0,yes,1.6968,no,0.0,0.0
,,Lipton,Tea,9.31,,,,,12.5,,NutriMart,69.10429823921213,41.36082602173135,Beverages,41.0,2024-08-26,2025-09-17,yes,387.0,yes,1.16375,yes,0.0,0.0
,,Pepsi,Tea,9.16,,,,,0.0,,TastyBite,69.3901401756702,41.2091991978976,Beverages,66.0,2024-04-21,2025-10-14,yes,541.0,no,0.0,yes,0.0,0.0
,,Cherkizovo,Hot Dogs,8.35,,,,,40.9,,NutriMart,69.21094050048556,41.38485764629129,Meat Products,98.0,2025-02-03,2025-03-06,no,31.0,yes,3.41515,no,40.9,3.41515
,,Lipton,Carbonated Drinks,14.43,,,,,36.9,,EcoGrocer,69.2751390422226,41.36327562275896,Beverages,68.0,2024-03-30,2025-03-04,yes,339.0,yes,5.32467,no,36.9,5.32467
,,Coca-Cola,Carbonated Drinks,9.85,,,,,0.0,,MarketMax,69.1560762048636,41.3971367452184,Beverages,15.0,2025-02-05,2025-09-01,yes,208.0,no,0.0,yes,0.0,0.0
,,Danone,Cottage Cheese,7.15,,,,,37.9,,FreshFoods,69.21312345292957,41.38097105395556,Dairy Products,83.0,2024-12-20,2025-03-10,no,80.0,yes,2.7098500000000003,no,37.9,2.7098500000000003
,,Campina,Butter,5.1,,,,,50.0,,FreshFoods,69.25675568327908,41.28308669014587,Dairy Products,63.0,2024-03-22,2024-05-26,no,65.0,yes,2.55,no,50.0,2.55
,,Nescaf̩,Carbonated Drinks,9.25,,,,,0.0,,NutriMart,69.32827258520031,41.37486187130756,Beverages,29.0,2024-11-20,2025-10-16,yes,330.0,no,0.0,yes,0.0,0.0
,,Cherkizovo,Smoked Meat,23.04,,,,,50.0,,TastyBite,69.3984099995189,41.2317556621142,Meat Products,56.0,2024-08-21,2024-10-05,no,45.0,yes,11.52,no,50.0,11.52
,,Nestl̩ Pure Life,Tea,13.07,,,,,0.0,,EcoGrocer,69.11842951750785,41.29208560787316,Beverages,66.0,2025-01-27,2026-09-22,no,603.0,no,0.0,no,0.0,0.0
,,Perdue,Beef,19.79,,,,,50.0,,EcoGrocer,69.381706463537,41.3253911447233,Meat Products,63.0,2024-10-31,2024-11-22,no,22.0,yes,9.895,no,50.0,9.895
,,Campina,Butter,7.41,,,,,50.0,,EcoGrocer,69.16863510742833,41.206202762327976,Dairy Products,99.0,2024-08-28,2024-11-06,yes,70.0,yes,3.705,no,50.0,3.705
,,Roshen,Jam,4.74,,,,,0.0,,SuperValue,69.300749438048,41.22008453641956,Sweets,95.0,2024-07-10,2025-06-29,no,354.0,no,0.0,no,0.0,0.0
,,Roshen,Candies,2.64,,,,,50.0,,PrimePick,69.24523248326717,41.20068330502654,Sweets,14.0,2024-04-27,2025-01-01,no,249.0,yes,1.32,no,50.0,1.32
,,Makfa,Buns,3.8,,,,,50.0,,MegaMarket,69.38245678225904,41.36414653859616,Bakery Products,42.0,2024-04-13,2024-06-09,no,57.0,yes,1.9,no,50.0,1.9
,,Roshen,Chocolate,10.78,,,,,47.8,,FreshFoods,69.15222170253229,41.33729743208978,Sweets,96.0,2024-04-07,2025-02-15,yes,314.0,yes,5.152839999999999,no,47.8,5.152839999999999
,,Makfa,Buns,3.5,,,,,0.0,,FoodWorld,69.38148665782498,41.35126737559265,Bakery Products,39.0,2025-02-03,2025-04-19,yes,75.0,no,0.0,yes,0.0,0.0
,,Tyson,Lamb,22.12,,,,,50.0,,PrimePick,69.11248174090316,41.37152603391628,Meat Products,99.0,2024-10-21,2024-12-13,no,53.0,yes,11.06,no,50.0,11.06
,,Yashkino,Bread,4.54,,,,,50.0,,MegaMarket,69.26092940877183,41.27247411299389,Bakery Products,62.0,2024-07-08,2024-11-19,yes,134.0,yes,2.27,no,50.0,2.27
,,Perdue,Smoked Meat,18.39,,,,,42.3,,FreshFoods,69.29717837869894,41.37254180650952,Meat Products,21.0,2025-01-20,2025-03-13,yes,52.0,yes,7.77897,no,42.3,7.77897
,,Ferrero,Jam,5.31,,,,,50.0,,EcoGrocer,69.16892554532309,41.39487338628583,Sweets,5.0,2024-05-27,2024-10-09,yes,135.0,yes,2.655,no,50.0,2.655
,,Makfa,Pasta,6.98,,,,,50.0,,PrimePick,69.26811502076481,41.24073951699467,Bakery Products,39.0,2024-05-04,2024-08-15,no,103.0,yes,3.49,no,50.0,3.49
,,Cherkizovo,Lamb,12.78,,,,,50.0,,FreshFoods,69.33249349186976,41.24021143854055,Meat Products,75.0,2024-10-26,2024-12-23,no,58.0,yes,6.39,no,50.0,6.39
,,Nestl̩ Pure Life,Tea,11.4,,,,,13.6,,EcoGrocer,69.15968377175089,41.34722909976872,Beverages,23.0,2024-05-20,2025-11-04,yes,533.0,yes,1.5504000000000002,yes,0.0,0.0
,,Nestl̩ Pure Life,Coffee,7.19,,,,,0.0,,TastyBite,69.11317988885332,41.39128080515492,Beverages,15.0,2024-10-22,2025-06-24,yes,245.0,no,0.0,yes,0.0,0.0
,,President,Cottage Cheese,9.13,,,,,50.0,,SuperValue,69.18435618557096,41.24311720241723,Dairy Products,71.0,2024-04-24,2024-06-13,yes,50.0,yes,4.565,no,50.0,4.565
,,Coca-Cola,Coffee,10.72,,,,,16.2,,PrimePick,69.31376029859445,41.20080213975244,Beverages,33.0,2024-12-31,2026-01-23,no,388.0,yes,1.7366400000000002,no,0.0,0.0
,,Ferrero,Halva,11.71,,,,,33.0,,PrimePick,69.314217386046,41.21972249601967,Sweets,52.0,2024-08-13,2025-03-14,no,213.0,yes,3.864300000000001,no,33.0,3.864300000000001
,,Tyson,Hot Dogs,12.69,,,,,38.5,,MegaMarket,69.28139428925441,41.25359031628934,Meat Products,93.0,2025-02-12,2025-03-28,no,44.0,yes,4.88565,no,38.5,4.88565
,,Lipton,Tea,14.86,,,,,0.0,,FreshFoods,69.31814739655923,41.25222360224743,Beverages,16.0,2025-01-20,2026-08-09,yes,566.0,no,0.0,yes,0.0,0.0
,,Pepsi,Juices,12.11,,,,,40.4,,FreshFoods,69.18728551570797,41.39803819415632,Beverages,23.0,2024-04-04,2025-02-15,no,317.0,yes,4.89244,no,40.4,4.89244
,,Cherkizovo,Hot Dogs,22.99,,,,,50.0,,SuperValue,69.270697370515,41.3422983988654,Meat Products,70.0,2024-04-08,2024-04-19,yes,11.0,yes,11.495,no,50.0,11.495
,,Lipton,Juices,7.64,,,,,50.0,,FoodWorld,69.34651133843583,41.3847818256802,Beverages,80.0,2024-03-27,2024-12-28,yes,276.0,yes,3.82,no,50.0,3.82
,,Perdue,Beef,17.34,,,,,50.0,,FreshFoods,69.35639058385128,41.20021961523792,Meat Products,36.0,2024-08-16,2024-08-24,yes,8.0,yes,8.67,no,50.0,8.67
,,Nestl̩ Pure Life,Tea,12.39,,,,,0.0,,GoldenCart,69.10255283126533,41.33783715045828,Beverages,40.0,2024-05-29,2025-12-15,yes,565.0,no,0.0,yes,0.0,0.0
,,Pepsi,Mineral Water,11.29,,,,,0.0,,MarketMax,69.19030559684893,41.3181459325927,Beverages,73.0,2025-01-12,2026-07-11,yes,545.0,no,0.0,yes,0.0,0.0
,,Makfa,Biscuits,6.96,,,,,49.9,,NutriMart,69.2388295200557,41.30213147601206,Bakery Products,88.0,2024-10-29,2025-02-09,yes,103.0,yes,3.47304,no,49.9,3.47304
,,Yashkino,Bread,3.4,,,,,50.0,,FreshFoods,69.38424012330208,41.26709568026951,Bakery Products,1.0,2024-06-18,2024-09-18,no,92.0,yes,1.7,no,50.0,1.7
,,Hormel,Smoked Meat,14.62,,,,,50.0,,EcoGrocer,69.17766924593634,41.32724686516895,Meat Products,33.0,2024-12-25,2025-01-26,yes,32.0,yes,7.31,no,50.0,7.31
,,Pepsi,Carbonated Drinks,4.86,,,,,0.0,,TastyBite,69.28089150483254,41.299951717554016,Beverages,9.0,2024-07-26,2026-01-26,no,549.0,no,0.0,no,0.0,0.0
,,Ferrero,Candies,4.61,,,,,50.0,,FreshFoods,69.13867209703105,41.34744716890434,Sweets,46.0,2024-05-05,2024-09-30,no,148.0,yes,2.305,no,50.0,2.305
,,Oscar Mayer,Beef,5.28,,,,,50.0,,FoodWorld,69.17435366150121,41.32433992622708,Meat Products,18.0,2024-03-23,2024-04-17,yes,25.0,yes,2.64,no,50.0,2.64
,,Coca-Cola,Coffee,12.26,,,,,0.0,,EcoGrocer,69.23747085653268,41.2609254890031,Beverages,25.0,2024-04-14,2026-04-05,yes,721.0,no,0.0,yes,0.0,0.0
,,Pepsi,Mineral Water,5.54,,,,,0.0,,MegaMarket,69.23356734305274,41.28626338159824,Beverages,40.0,2024-07-02,2025-03-25,no,266.0,no,0.0,no,0.0,0.0
,,Pepsi,Mineral Water,8.68,,,,,0.0,,PrimePick,69.12030148386869,41.376834920951374,Beverages,2.0,2024-11-22,2025-08-08,yes,259.0,no,0.0,yes,0.0,0.0
,,Perdue,Poultry,14.08,,,,,50.0,,NutriMart,69.37987209546017,41.39081090142432,Meat Products,17.0,2024-09-04,2024-10-29,yes,55.0,yes,7.04,no,50.0,7.04
,,Nescaf̩,Carbonated Drinks,14.19,,,,,16.5,,TastyBite,69.35514291816739,41.2150913623276,Beverages,32.0,2024-04-24,2025-11-06,yes,561.0,yes,2.34135,yes,0.0,0.0
,,Makfa,Wheat Flour,7.12,,,,,28.5,,EcoGrocer,69.15336902226655,41.397926611000834,Bakery Products,24.0,2024-12-01,2025-03-28,no,117.0,yes,2.0292,no,28.5,2.0292
,,Oscar Mayer,Lamb,10.79,,,,,50.0,,GoldenCart,69.31012446174232,41.349159013794136,Meat Products,37.0,2024-05-06,2024-05-19,yes,13.0,yes,5.395,no,50.0,5.395
,,Tyson,Poultry,7.83,,,,,45.9,,MarketMax,69.20555237598758,41.26626092346383,Meat Products,41.0,2025-01-14,2025-02-26,yes,43.0,yes,3.59397,no,45.9,3.59397
,,Ferrero,Candies,2.37,,,,,50.0,,MarketMax,69.21017878530891,41.31958566312681,Sweets,18.0,2024-05-27,2025-01-14,no,232.0,yes,1.185,no,50.0,1.185
,,Makfa,Wheat Flour,5.59,,,,,50.0,,EcoGrocer,69.18612965545722,41.263231902639845,Bakery Products,48.0,2024-09-28,2024-11-09,yes,42.0,yes,2.795,no,50.0,2.795
,,Danone,Kefir,3.79,,,,,50.0,,NutriMart,69.3811160649264,41.32022482026898,Dairy Products,69.0,2024-08-23,2024-10-02,yes,40.0,yes,1.895,no,50.0,1.895
,,Nestl̩,Chocolate,9.33,,,,,50.0,,EcoGrocer,69.12925638562393,41.350399931482784,Sweets,28.0,2024-06-08,2025-01-08,yes,214.0,yes,4.665,no,50.0,4.665
,,Ozon,Pasta,6.41,,,,,50.0,,MarketMax,69.15057954386063,41.359269612415474,Bakery Products,65.0,2024-10-09,2024-12-31,yes,83.0,yes,3.205,no,50.0,3.205
,,Cherkizovo,Hot Dogs,10.35,,,,,50.0,,FoodWorld,69.2107580787325,41.34335523517957,Meat Products,56.0,2024-10-24,2024-11-12,no,19.0,yes,5.175,no,50.0,5.175
,,Lipton,Carbonated Drinks,3.48,,,,,0.0,,NutriMart,69.12141084480898,41.35109261995043,Beverages,36.0,2025-01-06,2026-07-09,yes,549.0,no,0.0,yes,0.0,0.0
,,Parmalat,Cream,4.97,,,,,50.0,,EcoGrocer,69.27590037708299,41.33339812786131,Dairy Products,23.0,2024-10-01,2024-12-05,yes,65.0,yes,2.485,no,50.0,2.485
,,Pepsi,Juices,1.85,,,,,0.0,,FreshFoods,69.34338170821285,41.33010366367603,Beverages,32.0,2025-02-09,2027-01-13,no,703.0,no,0.0,no,0.0,0.0
,,Oscar Mayer,Lamb,12.42,,,,,45.5,,MarketMax,69.10630789854437,41.3402781398126,Meat Products,52.0,2025-01-10,2025-03-02,yes,51.0,yes,5.6511000000000005,no,45.5,5.6511000000000005
,,Lipton,Juices,3.92,,,,,16.3,,FoodWorld,69.3698460844228,41.346792712652615,Beverages,86.0,2024-07-16,2025-12-24,yes,526.0,yes,0.63896,yes,0.0,0.0
,,Roshen,Cakes,4.9,,,,,50.0,,MarketMax,69.3750093167259,41.23872157870245,Sweets,96.0,2024-07-24,2025-01-08,no,168.0,yes,2.45,no,50.0,2.45
,,Tyson,Poultry,17.82,,,,,50.0,,MarketMax,69.38985389081064,41.33526168185713,Meat Products,61.0,2024-04-29,2024-05-16,no,17.0,yes,8.91,no,50.0,8.91
,,Ferrero,Cakes,6.11,,,,,46.9,,MarketMax,69.29949771854965,41.30093593423746,Sweets,35.0,2024-07-05,2025-02-26,yes,236.0,yes,2.86559,no,46.9,2.86559
,,Coca-Cola,Tea,5.14,,,,,0.0,,MarketMax,69.14129870595067,41.23798834976659,Beverages,94.0,2024-12-19,2025-11-14,yes,330.0,no,0.0,yes,0.0,0.0
,,Mars,Ice Cream,8.74,,,,,0.0,,EcoGrocer,69.202140486913,41.35257416286049,Sweets,13.0,2024-09-16,2025-04-08,yes,204.0,no,0.0,yes,0.0,0.0
,,Pioner,Wheat Flour,4.48,,,,,50.0,,FreshFoods,69.32175130236934,41.26141276113059,Bakery Products,4.0,2024-07-22,2024-08-03,yes,12.0,yes,2.24,no,50.0,2.24
,,Barilla,Wheat Flour,3.97,,,,,0.0,,SuperValue,69.17586129726918,41.21546196202638,Bakery Products,36.0,2024-12-18,2025-05-31,yes,164.0,no,0.0,yes,0.0,0.0
,,Pioner,Buns,1.82,,,,,38.9,,TastyBite,69.29537463179733,41.38865550379158,Bakery Products,36.0,2025-01-06,2025-03-07,no,60.0,yes,0.70798,no,38.9,0.70798
,,Perdue,Sausage,10.56,,,,,50.0,,PrimePick,69.19189398525536,41.28025155471602,Meat Products,24.0,2024-08-31,2024-10-18,yes,48.0,yes,5.28,no,50.0,5.28
,,Nestl̩ Pure Life,Juices,13.84,,,,,20.1,,NutriMart,69.36367189104811,41.27375199550822,Beverages,97.0,2024-10-12,2025-11-06,yes,390.0,yes,2.7818400000000003,yes,20.1,2.7818400000000003
,,Roshen,Jam,5.95,,,,,50.0,,FreshFoods,69.34981538875034,41.28699865598388,Sweets,39.0,2024-03-24,2024-10-10,yes,200.0,yes,2.975,no,50.0,2.975
,,Danone,Cream,6.54,,,,,50.0,,TastyBite,69.34759903446488,41.28598303626757,Dairy Products,53.0,2024-10-01,2024-11-21,yes,51.0,yes,3.27,no,50.0,3.27
,,Nescaf̩,Carbonated Drinks,9.4,,,,,0.0,,MarketMax,69.27989321606032,41.35720640884374,Beverages,28.0,2024-09-03,2025-10-13,yes,405.0,no,0.0,yes,0.0,0.0
,,Mars,Chocolate,9.31,,,,,41.4,,MarketMax,69.1455878599192,41.32897311279856,Sweets,52.0,2024-07-23,2025-03-09,yes,229.0,yes,3.85434,no,41.4,3.85434
,,Oscar Mayer,Sausage,14.64,,,,,50.0,,FreshFoods,69.2830299753379,41.36223070490997,Meat Products,86.0,2024-10-19,2024-12-18,no,60.0,yes,7.32,no,50.0,7.32
,,Amul,Cottage Cheese,7.83,,,,,50.0,,PrimePick,69.37765629381428,41.34759073022245,Dairy Products,89.0,2024-08-01,2024-08-26,no,25.0,yes,3.915,no,50.0,3.915
,,Parmalat,Cottage Cheese,2.08,,,,,50.0,,MarketMax,69.38426065019283,41.25367294828687,Dairy Products,12.0,2024-05-11,2024-07-15,yes,65.0,yes,1.04,no,50.0,1.04
,,Nestl̩,Butter,3.2,,,,,50.0,,NutriMart,69.36841899581489,41.20611734779243,Dairy Products,40.0,2024-06-09,2024-06-27,yes,18.0,yes,1.6,no,50.0,1.6
,,Nescaf̩,Mineral Water,4.45,,,,,50.0,,MarketMax,69.25276140646349,41.30269378707002,Beverages,96.0,2024-04-25,2024-12-01,yes,220.0,yes,2.225,no,50.0,2.225
,,Hormel,Hot Dogs,9.19,,,,,50.0,,EcoGrocer,69.17067572913469,41.26462807059392,Meat Products,34.0,2024-06-06,2024-06-16,yes,10.0,yes,4.595,no,50.0,4.595
,,President,Butter,9.37,,,,,50.0,,MarketMax,69.1880680749198,41.38635274380402,Dairy Products,76.0,2024-05-09,2024-06-18,yes,40.0,yes,4.685,no,50.0,4.685
,,President,Milk,6.66,,,,,50.0,,FreshFoods,69.26375346487826,41.25328954267889,Dairy Products,27.0,2024-05-27,2024-06-22,yes,26.0,yes,3.33,no,50.0,3.33
,,Coca-Cola,Carbonated Drinks,5.05,,,,,13.9,,MegaMarket,69.2358909032175,41.31014051088003,Beverages,67.0,2024-12-28,2025-09-24,yes,270.0,yes,0.7019500000000001,yes,0.0,0.0
,,Oscar Mayer,Sausage,23.59,,,,,50.0,,TastyBite,69.30937599587854,41.27455129789228,Meat Products,90.0,2024-04-26,2024-06-21,yes,56.0,yes,11.795,no,50.0,11.795
,,Lipton,Juices,4.34,,,,,38.8,,MarketMax,69.3969509999958,41.38872164345,Beverages,55.0,2024-06-23,2025-03-03,no,253.0,yes,1.68392,no,38.8,1.68392
,,Cherkizovo,Beef,20.65,,,,,50.0,,FreshFoods,69.30439118071946,41.39618342789622,Meat Products,85.0,2024-09-29,2024-10-13,no,14.0,yes,10.325,no,50.0,10.325
,,Hormel,Beef,23.4,,,,,50.0,,SuperValue,69.24763609868013,41.34846208476741,Meat Products,10.0,2024-07-18,2024-07-30,yes,12.0,yes,11.7,no,50.0,11.7
,,Pioner,Wheat Flour,6.7,,,,,44.6,,MegaMarket,69.10317508924456,41.38385160656906,Bakery Products,53.0,2024-12-24,2025-03-05,yes,71.0,yes,2.9882,no,44.6,2.9882
,,Tyson,Beef,10.66,,,,,46.8,,GoldenCart,69.336181682288,41.23009486986538,Meat Products,18.0,2025-02-06,2025-03-08,no,30.0,yes,4.98888,no,46.8,4.98888
,,Roshen,Jam,7.26,,,,,21.6,,FreshFoods,69.37281377111711,41.29115179982573,Sweets,79.0,2024-08-07,2025-07-29,no,356.0,yes,1.5681600000000002,no,21.6,1.5681600000000002
,,Roshen,Candies,3.06,,,,,50.0,,MarketMax,69.24697733037308,41.25099529174385,Sweets,8.0,2024-04-03,2025-01-07,no,279.0,yes,1.53,no,50.0,1.53
,,Pepsi,Juices,13.41,,,,,0.0,,GoldenCart,69.29304569377233,41.2320465881222,Beverages,47.0,2024-12-02,2026-03-30,no,483.0,no,0.0,no,0.0,0.0
,,Pepsi,Tea,6.67,,,,,11.5,,SuperValue,69.24773760450302,41.302120759874576,Beverages,52.0,2024-05-26,2025-11-27,yes,550.0,yes,0.76705,yes,0.0,0.0
,,Nestl̩,Kefir,8.71,,,,,50.0,,MarketMax,69.16814060877701,41.26023427177629,Dairy Products,84.0,2024-08-06,2024-09-03,yes,28.0,yes,4.355,no,50.0,4.355
,,Pepsi,Juices,11.89,,,,,0.0,,MarketMax,69.38682345696826,41.37236134771918,Beverages,6.0,2024-12-06,2026-09-02,yes,635.0,no,0.0,yes,0.0,0.0
,,Lipton,Coffee,14.84,,,,,19.8,,MegaMarket,69.33268558137064,41.3471435482645,Beverages,77.0,2024-04-18,2025-07-20,no,458.0,yes,2.93832,no,0.0,0.0
,,President,Cheese,7.76,,,,,50.0,,FreshFoods,69.24751391119224,41.34989973444402,Dairy Products,22.0,2024-06-25,2024-09-11,yes,78.0,yes,3.88,no,50.0,3.88
,,Makfa,Pasta,1.09,,,,,50.0,,SuperValue,69.30309929616395,41.37810276641759,Bakery Products,72.0,2024-06-06,2024-08-24,yes,79.0,yes,0.545,no,50.0,0.545
,,Cherkizovo,Hot Dogs,5.03,,,,,50.0,,GoldenCart,69.12266335106465,41.22907131732661,Meat Products,77.0,2024-08-18,2024-08-27,yes,9.0,yes,2.515,no,50.0,2.515
,,Danone,Kefir,4.78,,,,,50.0,,TastyBite,69.33872899226948,41.217180233360935,Dairy Products,14.0,2024-05-17,2024-07-01,yes,45.0,yes,2.39,no,50.0,2.39
,,Pepsi,Carbonated Drinks,9.29,,,,,18.6,,GoldenCart,69.38541854496712,41.21779349602075,Beverages,99.0,2025-02-11,2027-02-04,no,723.0,yes,1.72794,no,0.0,0.0
,,Campina,Cream,6.45,,,,,50.0,,MegaMarket,69.330132006734,41.35119324240803,Dairy Products,86.0,2024-09-19,2024-12-04,yes,76.0,yes,3.225,no,50.0,3.225
,,Mars,Chocolate,8.22,,,,,50.0,,FoodWorld,69.21359643075417,41.27722646382644,Sweets,4.0,2024-08-19,2025-01-08,no,142.0,yes,4.11,no,50.0,4.11
,,Oscar Mayer,Hot Dogs,10.25,,,,,50.0,,GoldenCart,69.2875300751848,41.321414834341255,Meat Products,98.0,2024-05-06,2024-06-23,yes,48.0,yes,5.125,no,50.0,5.125
,,Yashkino,Wheat Flour,4.57,,,,,50.0,,MarketMax,69.34988051198113,41.20639967523405,Bakery Products,23.0,2024-05-01,2024-10-19,yes,171.0,yes,2.285,no,50.0,2.285
,,Perdue,Hot Dogs,24.91,,,,,50.0,,NutriMart,69.11725632415889,41.35221763501295,Meat Products,83.0,2024-03-31,2024-05-20,yes,50.0,yes,12.455,no,50.0,12.455
,,Danone,Butter,4.0,,,,,16.5,,NutriMart,69.12526065617199,41.27527699386322,Dairy Products,85.0,2025-01-30,2025-04-10,no,70.0,yes,0.66,no,0.0,0.0
,,Mars,Cakes,11.58,,,,,0.0,,EcoGrocer,69.10903205171444,41.38371780325002,Sweets,43.0,2024-12-26,2025-09-07,no,255.0,no,0.0,no,0.0,0.0
,,Amul,Butter,9.16,,,,,50.0,,GoldenCart,69.32748389176298,41.26515463912603,Dairy Products,36.0,2024-06-22,2024-09-17,yes,87.0,yes,4.58,no,50.0,4.58
,,Campina,Kefir,6.86,,,,,50.0,,MarketMax,69.39335386892319,41.362332362868365,Dairy Products,46.0,2024-06-05,2024-08-24,yes,80.0,yes,3.43,no,50.0,3.43
,,Nestl̩ Pure Life,Tea,7.33,,,,,0.0,,MegaMarket,69.35735039245574,41.38725887377038,Beverages,59.0,2024-07-20,2025-09-12,yes,419.0,no,0.0,yes,0.0,0.0
,,Oscar Mayer,Sausage,13.37,,,,,50.0,,FoodWorld,69.10922479832803,41.31169626783257,Meat Products,54.0,2024-05-05,2024-05-26,yes,21.0,yes,6.685,no,50.0,6.685
,,Ozon,Pasta,2.96,,,,,50.0,,PrimePick,69.37023729392722,41.284612450795045,Bakery Products,82.0,2024-03-29,2024-08-14,yes,138.0,yes,1.48,no,50.0,1.48
,,Nestl̩,Cakes,9.74,,,,,20.8,,MarketMax,69.28120993838073,41.294078363418585,Sweets,35.0,2024-08-20,2025-07-11,yes,325.0,yes,2.02592,yes,20.8,2.02592
,,Amul,Kefir,7.95,,,,,50.0,,SuperValue,69.38931932464128,41.34536039274662,Dairy Products,87.0,2024-06-21,2024-08-04,no,44.0,yes,3.975,no,50.0,3.975
,,Parmalat,Milk,2.88,,,,,50.0,,SuperValue,69.25837554815762,41.21828630222056,Dairy Products,59.0,2024-05-22,2024-07-14,yes,53.0,yes,1.44,no,50.0,1.44
,,Parmalat,Cottage Cheese,4.25,,,,,50.0,,EcoGrocer,69.15804861023054,41.39572238476652,Dairy Products,44.0,2024-08-27,2024-11-07,no,72.0,yes,2.125,no,50.0,2.125
,,Nestl̩,Chocolate,5.69,,,,,49.0,,MegaMarket,69.34752244905579,41.312485844532524,Sweets,21.0,2024-08-08,2025-01-29,yes,174.0,yes,2.7881,no,49.0,2.7881
,,Cherkizovo,Poultry,21.97,,,,,50.0,,EcoGrocer,69.17969420588814,41.21009047385868,Meat Products,46.0,2024-06-19,2024-07-10,yes,21.0,yes,10.985,no,50.0,10.985
,,Pepsi,Mineral Water,9.47,,,,,44.2,,TastyBite,69.28489476645125,41.37158533876803,Beverages,36.0,2024-03-29,2025-02-15,yes,323.0,yes,4.18574,no,44.2,4.18574
,,President,Kefir,8.63,,,,,39.8,,NutriMart,69.39619806621734,41.37430251585868,Dairy Products,21.0,2025-01-20,2025-02-20,yes,31.0,yes,3.43474,no,39.8,3.43474
,,Barilla,Bread,2.23,,,,,50.0,,FreshFoods,69.24698977276094,41.29407785180171,Bakery Products,88.0,2024-07-20,2024-12-25,yes,158.0,yes,1.115,no,50.0,1.115
,,President,Yogurt,9.77,,,,,50.0,,NutriMart,69.21235998119843,41.26791633768014,Dairy Products,17.0,2024-09-16,2024-10-04,yes,18.0,yes,4.885,no,50.0,4.885
,,Cherkizovo,Poultry,5.9,,,,,50.0,,EcoGrocer,69.10194194523199,41.23047885538811,Meat Products,1.0,2024-06-21,2024-07-07,yes,16.0,yes,2.95,no,50.0,2.95
,,Makfa,Bread,5.23,,,,,50.0,,NutriMart,69.27875711674815,41.3795517968077,Bakery Products,80.0,2024-07-12,2024-11-21,yes,132.0,yes,2.615,no,50.0,2.615
,,Yashkino,Buns,3.64,,,,,50.0,,MegaMarket,69.23467074848179,41.20600071180321,Bakery Products,44.0,2024-10-25,2024-11-26,yes,32.0,yes,1.82,no,50.0,1.82
,,Perdue,Beef,24.4,,,,,50.0,,GoldenCart,69.14638741619919,41.3671574109373,Meat Products,66.0,2024-09-23,2024-10-22,yes,29.0,yes,12.2,no,50.0,12.2
,,Makfa,Wheat Flour,1.96,,,,,50.0,,FoodWorld,69.16655336365751,41.23876289915822,Bakery Products,37.0,2024-09-11,2024-11-12,yes,62.0,yes,0.98,no,50.0,0.98
,,Mars,Cakes,6.41,,,,,0.0,,MarketMax,69.23275167195513,41.27379652397447,Sweets,43.0,2024-09-27,2025-05-23,yes,238.0,no,0.0,yes,0.0,0.0
,,Amul,Kefir,7.42,,,,,50.0,,EcoGrocer,69.24647293057775,41.27776790754764,Dairy Products,97.0,2024-09-15,2024-10-24,yes,39.0,yes,3.71,no,50.0,3.71
,,Lipton,Tea,1.82,,,,,0.0,,FreshFoods,69.16173083799308,41.253276641970665,Beverages,92.0,2024-10-24,2026-04-05,yes,528.0,no,0.0,yes,0.0,0.0
,,Danone,Milk,2.69,,,,,50.0,,FoodWorld,69.37623579379996,41.24714650530499,Dairy Products,74.0,2024-06-08,2024-08-31,no,84.0,yes,1.345,no,50.0,1.345
,,Campina,Cottage Cheese,3.97,,,,,50.0,,GoldenCart,69.34107680543276,41.227905226360335,Dairy Products,8.0,2024-06-06,2024-07-06,yes,30.0,yes,1.985,no,50.0,1.985
,,Coca-Cola,Tea,3.86,,,,,0.0,,MarketMax,69.17773055515751,41.39850209721152,Beverages,81.0,2024-11-18,2026-07-28,yes,617.0,no,0.0,yes,0.0,0.0
,,Milka,Halva,5.79,,,,,50.0,,SuperValue,69.2431954001159,41.269744334503656,Sweets,20.0,2024-04-24,2024-10-01,yes,160.0,yes,2.895,no,50.0,2.895
,,Pioner,Wheat Flour,5.24,,,,,50.0,,PrimePick,69.37049379315894,41.26008915646058,Bakery Products,11.0,2024-08-12,2024-09-26,yes,45.0,yes,2.62,no,50.0,2.62
,,Nestl̩ Pure Life,Carbonated Drinks,13.23,,,,,0.0,,MegaMarket,69.10508760017446,41.30311365973014,Beverages,73.0,2024-12-19,2025-11-16,no,332.0,no,0.0,no,0.0,0.0
