store_name,location_long,location_lat,product_group,product_brand,product_name,sales_volume,date_of_manufacture,date_of_expiry,product_price,status
EcoGrocer,69.16029684908023,41.26809872582945,Bakery Products,Pioner,Wheat Flour,89,2024-04-11,2024-05-04,7.91,yes
PrimePick,69.163343193221,41.34009459092646,Beverages,Nestlé Pure Life,Tea,4,2024-11-29,2026-01-21,1.1,no
FoodWorld,69.3485695259558,41.37485773592876,Sweets,Nestlé,Jam,85,2024-04-10,2024-08-20,10.41,no
FreshFoods,69.24215805367206,41.24349958528408,Sweets,Ferrero,Ice Cream,21,2024-04-27,2024-10-14,11.19,yes
PrimePick,69.37573720368496,41.285260150119136,Dairy Products,Danone,Cottage Cheese,49,2024-09-06,2024-10-24,8.77,yes
MarketMax,69.39635963810547,41.36689360455281,Meat Products,Tyson,Poultry,32,2024-09-09,2024-10-20,19.44,no
FoodWorld,69.27260195800487,41.27344231649261,Dairy Products,Nestlé,Kefir,44,2024-04-14,2024-05-08,9.15,no
FreshFoods,69.38904863362495,41.230686683994094,Meat Products,Cherkizovo,Smoked Meat,53,2024-04-17,2024-06-16,24.28,yes
NutriMart,69.13954023028852,41.299825187020105,Meat Products,Perdue,Sausage,78,2024-10-28,2024-11-30,5.99,yes
TastyBite,69.29533793379491,41.24964038460641,Bakery Products,Ozon,Biscuits,45,2024-03-23,2024-06-07,2.18,yes
PrimePick,69.15397577405714,41.37535481760413,Meat Products,Cherkizovo,Sausage,97,2024-05-14,2024-07-09,19.58,yes
PrimePick,69.34654651871271,41.36059492842124,Bakery Products,Pioner,Biscuits,14,2024-05-17,2024-08-08,4.93,no
FreshFoods,69.14593191303774,41.28502917873441,Sweets,Mars,Chocolate,73,2024-11-29,2025-08-15,5.54,yes
TastyBite,69.27420922439735,41.246255133810955,Sweets,Nestlé,Cakes,6,2024-07-31,2025-03-16,9.34,yes
PrimePick,69.16454482443947,41.35212545071501,Bakery Products,Yashkino,Bread,99,2024-06-01,2024-09-19,4.46,yes
TastyBite,69.18102375684738,41.262625435374595,Dairy Products,Nestlé,Kefir,16,2024-07-13,2024-09-21,7.35,yes
SuperValue,69.27268131577814,41.25550013547552,Sweets,Nestlé,Chocolate,38,2024-05-31,2025-01-06,2.63,no
TastyBite,69.15081103033714,41.38469126512798,Dairy Products,President,Cheese,85,2024-12-19,2025-01-12,5.51,yes
MarketMax,69.21713018783782,41.26671176312638,Bakery Products,Pioner,Bread,74,2024-11-15,2024-12-31,5.7,yes
FoodWorld,69.35688438457882,41.29740044491525,Dairy Products,Parmalat,Kefir,16,2024-11-09,2024-12-03,4.58,yes
FoodWorld,69.16817098632744,41.207657986355336,Beverages,Nestlé Pure Life,Mineral Water,91,2024-12-18,2025-06-22,1.08,yes
FoodWorld,69.18640761667972,41.24601993064252,Meat Products,Hormel,Poultry,59,2024-10-28,2024-11-10,15.59,yes
FoodWorld,69.22428040704645,41.25581094581869,Beverages,Lipton,Carbonated Drinks,89,2024-05-05,2025-04-13,12.18,yes
EcoGrocer,69.29047657794645,41.38840480169,Meat Products,Oscar Mayer,Beef,82,2025-01-16,2025-03-14,8.02,yes
FoodWorld,69.14892595324743,41.35999342835075,Sweets,Nestlé,Halva,29,2024-06-27,2025-04-29,11.54,yes
PrimePick,69.30243477460787,41.22056101115214,Sweets,Roshen,Chocolate,22,2024-04-11,2025-01-02,7.93,no
PrimePick,69.25592531644594,41.3054483342317,Beverages,Nescafé,Coffee,70,2024-04-02,2024-12-30,3.47,no
GoldenCart,69.34621187061745,41.358837288219185,Dairy Products,Amul,Yogurt,54,2024-05-07,2024-05-22,8.88,yes
SuperValue,69.35337686747525,41.29822587500416,Dairy Products,Nestlé,Butter,52,2025-02-14,2025-03-21,7.74,no
MarketMax,69.25614552938187,41.25810599801051,Bakery Products,Ozon,Bread,80,2024-09-15,2025-02-28,1.74,yes
FoodWorld,69.22407456760907,41.33779834777953,Beverages,Lipton,Carbonated Drinks,74,2024-10-12,2026-03-31,8.58,yes
EcoGrocer,69.27493677189001,41.346643870557074,Bakery Products,Ozon,Pasta,49,2024-12-06,2025-04-16,2.32,yes
MegaMarket,69.19530798922841,41.37670798021686,Meat Products,Hormel,Beef,71,2024-03-29,2024-04-29,17.29,yes
FoodWorld,69.35315382032486,41.335159233420725,Bakery Products,Yashkino,Biscuits,13,2024-12-18,2025-02-14,5.45,yes
FreshFoods,69.36980197621826,41.37196259943167,Dairy Products,President,Cheese,42,2024-12-20,2025-02-09,6.12,no
EcoGrocer,69.36966868737314,41.35124407842651,Sweets,Ferrero,Chocolate,97,2024-03-21,2024-11-07,6.31,yes
GoldenCart,69.2018485980849,41.30417637108692,Dairy Products,Campina,Cottage Cheese,78,2025-02-03,2025-04-21,9.1,yes
NutriMart,69.17262165212341,41.3079984436622,Beverages,Nestlé Pure Life,Coffee,1,2024-08-11,2025-11-23,7.54,yes
MegaMarket,69.3687772500071,41.38723096825507,Sweets,Ferrero,Chocolate,34,2024-11-14,2025-02-19,3.26,yes
NutriMart,69.36138468514125,41.22929495006859,Beverages,Nestlé Pure Life,Juices,15,2024-06-23,2024-12-24,10.6,no
GoldenCart,69.13026804564204,41.29272523100716,Dairy Products,Amul,Cottage Cheese,42,2024-11-25,2025-01-20,4.39,yes
TastyBite,69.10678420064608,41.34049219688459,Meat Products,Oscar Mayer,Sausage,40,2024-03-31,2024-05-01,8.2,yes
GoldenCart,69.3079701799537,41.267292716767344,Meat Products,Hormel,Lamb,24,2024-03-25,2024-04-24,18.87,no
GoldenCart,69.37770976072699,41.27811225583638,Dairy Products,Nestlé,Yogurt,43,2024-06-07,2024-07-23,5.74,yes
FoodWorld,69.33842121188843,41.20760170611481,Meat Products,Tyson,Smoked Meat,47,2024-05-20,2024-06-09,24.67,yes
FreshFoods,69.1367696848664,41.24832509955097,Dairy Products,Amul,Milk,46,2024-05-05,2024-06-25,2.81,yes
MegaMarket,69.36981592892475,41.28627812343253,Dairy Products,Parmalat,Cream,48,2024-04-22,2024-06-17,5.42,yes
EcoGrocer,69.18981006835627,41.336986450445764,Beverages,Lipton,Coffee,19,2024-09-30,2025-12-25,7.27,yes
NutriMart,69.2586042240853,41.223019932249755,Bakery Products,Ozon,Pasta,27,2025-01-21,2025-02-09,3.63,yes
MarketMax,69.23424874637931,41.25090176381131,Beverages,Coca-Cola,Carbonated Drinks,39,2024-05-21,2025-06-13,7.68,yes
PrimePick,69.37618672917279,41.35801327674452,Meat Products,Cherkizovo,Beef,73,2024-07-10,2024-08-13,12.79,yes
EcoGrocer,69.10746657143459,41.37383888323151,Beverages,Nestlé Pure Life,Carbonated Drinks,11,2024-08-22,2026-01-06,10.7,yes
PrimePick,69.17440376997146,41.225002247187795,Dairy Products,Parmalat,Milk,97,2024-12-22,2025-03-20,4.56,yes
PrimePick,69.20290728796341,41.23441807459269,Dairy Products,Amul,Cheese,80,2024-12-25,2025-03-23,5.83,yes
EcoGrocer,69.31207128468006,41.237373287991076,Dairy Products,Danone,Yogurt,2,2024-08-09,2024-09-11,8.48,yes
EcoGrocer,69.3457567790211,41.37846621918048,Bakery Products,Barilla,Buns,73,2024-10-02,2024-10-10,6.38,yes
NutriMart,69.28456416066233,41.253042919327434,Beverages,Coca-Cola,Juices,1,2024-03-31,2025-08-10,4.43,no
MarketMax,69.32244504254537,41.300860749966226,Meat Products,Perdue,Beef,64,2025-02-15,2025-03-03,12.77,no
FoodWorld,69.26328852638493,41.32544800324511,Sweets,Nestlé,Ice Cream,26,2024-10-16,2025-09-28,2.29,yes
FoodWorld,69.33765174485781,41.32181979193271,Sweets,Roshen,Candies,26,2024-06-24,2024-10-14,7.64,yes
NutriMart,69.1689228164726,41.36003727011055,Bakery Products,Ozon,Biscuits,64,2024-04-13,2024-09-28,5.81,yes
TastyBite,69.10389971291919,41.25499964343684,Dairy Products,Nestlé,Cottage Cheese,65,2025-02-02,2025-04-09,8.72,yes
TastyBite,69.28038544674847,41.21134056366696,Sweets,Mars,Ice Cream,70,2025-01-06,2025-10-21,2.11,yes
MarketMax,69.36095924803197,41.330782550372184,Sweets,Mars,Candies,63,2025-01-14,2025-05-08,5.12,no
GoldenCart,69.26538999236911,41.32734359435262,Beverages,Nestlé Pure Life,Coffee,3,2024-10-21,2025-07-04,10.49,yes
SuperValue,69.32047657906027,41.2182289805449,Sweets,Roshen,Ice Cream,78,2024-10-31,2025-02-02,4.17,yes
MegaMarket,69.25071026969313,41.33047020369311,Dairy Products,Amul,Cottage Cheese,45,2024-07-29,2024-09-13,9.27,no
TastyBite,69.39927314473042,41.319508208232186,Meat Products,Cherkizovo,Lamb,25,2024-07-27,2024-08-29,23.0,yes
MarketMax,69.25784246339528,41.354849270574945,Bakery Products,Pioner,Wheat Flour,24,2024-05-09,2024-07-10,1.49,no
MegaMarket,69.27516329570524,41.35601333220412,Beverages,Nestlé Pure Life,Mineral Water,41,2025-02-09,2026-12-08,9.9,yes
MegaMarket,69.18246912946552,41.361275183397815,Dairy Products,Campina,Yogurt,57,2024-12-12,2025-01-17,9.38,yes
GoldenCart,69.32137000836666,41.374137836507195,Beverages,Coca-Cola,Carbonated Drinks,54,2024-12-13,2026-12-03,7.95,yes
FreshFoods,69.36743555003781,41.34837077633486,Beverages,Nescafé,Mineral Water,31,2025-02-05,2026-10-28,3.8,yes
SuperValue,69.21173924090252,41.28478325920432,Beverages,Nestlé Pure Life,Tea,18,2024-08-04,2026-06-07,9.32,yes
PrimePick,69.1153600647897,41.286685142435566,Beverages,Nescafé,Carbonated Drinks,58,2024-07-12,2025-02-16,5.93,no
FoodWorld,69.35715340683888,41.355897839063715,Sweets,Milka,Chocolate,57,2024-12-10,2025-07-28,9.15,yes
MegaMarket,69.255172782758,41.27503197339889,Beverages,Nestlé Pure Life,Tea,50,2024-05-29,2025-03-24,9.4,yes
TastyBite,69.30110495787301,41.252639540889305,Meat Products,Oscar Mayer,Poultry,44,2024-08-19,2024-09-04,10.26,yes
MarketMax,69.30500114308005,41.32419922247233,Bakery Products,Yashkino,Noodles,8,2024-11-11,2024-12-29,1.95,no
FoodWorld,69.27865329973334,41.39325645866342,Dairy Products,Nestlé,Kefir,100,2024-07-30,2024-08-26,3.82,yes
EcoGrocer,69.11417362845579,41.38505640260192,Sweets,Ferrero,Candies,79,2024-05-27,2024-12-06,10.34,yes
NutriMart,69.12861280787713,41.2679156371873,Meat Products,Hormel,Sausage,84,2024-11-30,2025-01-23,13.43,yes
MarketMax,69.16332449597125,41.35586683373057,Meat Products,Perdue,Poultry,64,2024-08-03,2024-09-20,16.09,yes
PrimePick,69.2398128108418,41.22117453217472,Dairy Products,Campina,Kefir,99,2025-01-09,2025-02-12,5.28,yes
GoldenCart,69.22939628717728,41.37216526705786,Dairy Products,Campina,Milk,20,2024-10-24,2024-12-29,8.89,no
MegaMarket,69.39766204869731,41.350030947922875,Meat Products,Cherkizovo,Beef,73,2024-04-30,2024-05-07,5.94,yes
MarketMax,69.10418839203645,41.2542623311582,Meat Products,Hormel,Poultry,40,2024-07-24,2024-08-02,6.09,yes
TastyBite,69.36965451073732,41.37501456419646,Bakery Products,Pioner,Buns,39,2025-02-15,2025-04-03,6.63,yes
GoldenCart,69.24647599960949,41.3581012405534,Meat Products,Cherkizovo,Hot Dogs,65,2024-11-08,2024-12-28,23.61,yes
FoodWorld,69.16678408526798,41.3835224669649,Dairy Products,President,Cheese,48,2024-10-09,2025-01-03,9.09,yes
FoodWorld,69.27789342147294,41.38790698386,Beverages,Coca-Cola,Mineral Water,64,2024-05-05,2025-06-07,10.37,yes
SuperValue,69.23788860992401,41.35604624297831,Beverages,Nestlé Pure Life,Carbonated Drinks,19,2024-11-08,2026-07-11,13.71,yes
PrimePick,69.3115971569369,41.25218249838101,Beverages,Nestlé Pure Life,Carbonated Drinks,56,2024-09-17,2025-05-17,12.86,no
PrimePick,69.39296427272366,41.33032215148769,Meat Products,Tyson,Beef,53,2024-03-26,2024-04-12,15.17,no
GoldenCart,69.27125516381759,41.338902269788676,Sweets,Roshen,Jam,64,2024-09-10,2025-06-10,8.0,no
FoodWorld,69.28652295065389,41.24761415215922,Bakery Products,Barilla,Bread,93,2024-04-23,2024-10-19,3.41,yes
TastyBite,69.30338543063168,41.219515401371595,Bakery Products,Makfa,Wheat Flour,13,2024-10-09,2024-12-25,6.1,yes
EcoGrocer,69.19252722127135,41.2100630238432,Sweets,Nestlé,Ice Cream,91,2024-08-08,2025-04-05,8.43,yes
EcoGrocer,69.2799671925086,41.32586510287181,Sweets,Milka,Cakes,87,2024-11-07,2025-10-31,6.29,no
FoodWorld,69.25207518232351,41.296581415642486,Dairy Products,Parmalat,Butter,61,2024-11-06,2024-12-06,4.09,yes
MarketMax,69.34925318295582,41.3049510364685,Beverages,Pepsi,Coffee,28,2024-08-17,2025-05-29,8.88,yes
FoodWorld,69.10951145150406,41.26589510500911,Dairy Products,Nestlé,Milk,77,2025-01-06,2025-03-17,6.47,yes
SuperValue,69.192044315051,41.21760146712147,Sweets,Ferrero,Chocolate,49,2025-02-07,2025-09-17,3.31,yes
SuperValue,69.39751317377946,41.329850051322346,Sweets,Nestlé,Chocolate,99,2024-06-19,2025-02-09,7.16,yes
GoldenCart,69.17574421266656,41.33008650476033,Sweets,Roshen,Chocolate,47,2024-12-14,2025-07-25,4.29,yes
GoldenCart,69.20083558540772,41.34394390386841,Dairy Products,Campina,Yogurt,99,2024-07-11,2024-08-30,3.64,yes
MegaMarket,69.18123916620733,41.24029820176985,Dairy Products,Amul,Butter,3,2024-10-17,2024-11-27,2.57,no
NutriMart,69.18239435256419,41.20035969565234,Bakery Products,Ozon,Biscuits,70,2024-08-03,2024-11-01,5.34,no
EcoGrocer,69.16742921826315,41.33424612605224,Dairy Products,Danone,Cottage Cheese,21,2024-04-25,2024-05-21,8.35,yes
PrimePick,69.21625024157046,41.24218708327275,Sweets,Mars,Cakes,33,2024-07-31,2025-07-09,11.75,yes
EcoGrocer,69.17325579227236,41.29243286723682,Beverages,Coca-Cola,Tea,8,2024-09-24,2025-04-20,7.22,yes
MegaMarket,69.26664475705523,41.21044740128891,Beverages,Pepsi,Carbonated Drinks,57,2024-10-12,2025-10-10,14.04,no
EcoGrocer,69.22112342540272,41.33169352498428,Bakery Products,Barilla,Biscuits,78,2024-12-12,2025-01-01,2.79,yes
FoodWorld,69.1289774662053,41.23740153716114,Bakery Products,Pioner,Noodles,67,2024-11-29,2025-04-11,5.64,yes
EcoGrocer,69.38819346739619,41.34381692838242,Bakery Products,Pioner,Noodles,14,2024-12-09,2025-03-02,3.53,yes
NutriMart,69.23014079539513,41.29804845838527,Sweets,Milka,Ice Cream,92,2025-01-04,2025-06-21,7.27,yes
SuperValue,69.1193701820843,41.39045664497721,Beverages,Nestlé Pure Life,Mineral Water,41,2025-01-21,2026-06-06,3.32,no
FoodWorld,69.16441749501509,41.367655238902756,Beverages,Coca-Cola,Juices,83,2024-09-04,2025-10-18,3.7,yes
FoodWorld,69.22618013945893,41.29606036594997,Dairy Products,Campina,Yogurt,83,2024-08-18,2024-11-03,4.64,yes
FreshFoods,69.12631310278115,41.28793685889909,Dairy Products,President,Cheese,47,2025-02-04,2025-02-24,3.14,no
MegaMarket,69.15266579516845,41.38009029123998,Sweets,Nestlé,Cakes,85,2025-01-25,2025-10-24,10.88,no
FoodWorld,69.31463325213572,41.37613040115408,Dairy Products,Campina,Yogurt,42,2024-07-13,2024-09-30,9.18,yes
MarketMax,69.23114804762575,41.32614100107546,Dairy Products,Parmalat,Yogurt,64,2024-10-01,2024-12-30,3.67,no
FoodWorld,69.34140346297654,41.357709710059446,Bakery Products,Pioner,Bread,87,2024-10-02,2024-11-25,2.25,no
NutriMart,69.16309975850227,41.32105570705202,Dairy Products,Campina,Kefir,21,2024-07-30,2024-09-08,6.31,yes
MegaMarket,69.12828535210835,41.295781112758796,Bakery Products,Barilla,Bread,84,2024-08-19,2024-10-29,5.58,yes
FreshFoods,69.29796435312487,41.33169809100123,Meat Products,Hormel,Smoked Meat,74,2025-02-15,2025-03-18,8.52,yes
EcoGrocer,69.13060639648616,41.28888923179404,Sweets,Ferrero,Ice Cream,58,2024-04-26,2025-01-22,6.5,no
MarketMax,69.19406859747306,41.39189087995196,Beverages,Coca-Cola,Juices,87,2024-05-14,2025-04-18,5.89,yes
FreshFoods,69.23832026232238,41.36399505969704,Dairy Products,Campina,Cottage Cheese,56,2024-11-05,2024-12-05,9.98,yes
NutriMart,69.17165475586852,41.234086977825925,Meat Products,Perdue,Sausage,10,2025-01-30,2025-03-04,21.12,no
MarketMax,69.28398100829428,41.30996177917799,Meat Products,Tyson,Smoked Meat,35,2024-07-17,2024-08-10,24.9,no
MegaMarket,69.3293117866948,41.32024924410226,Meat Products,Hormel,Sausage,49,2024-08-21,2024-09-26,12.4,no
MarketMax,69.24588499518727,41.2893565871705,Bakery Products,Makfa,Noodles,83,2024-11-18,2025-03-27,7.82,yes
MegaMarket,69.24531545076096,41.37044617327176,Meat Products,Cherkizovo,Beef,97,2024-06-04,2024-06-26,9.87,yes
PrimePick,69.37371294517102,41.39354470110344,Bakery Products,Barilla,Bread,90,2024-11-22,2025-05-10,1.16,yes
FreshFoods,69.33293311714023,41.371335926661814,Meat Products,Oscar Mayer,Sausage,29,2024-03-25,2024-04-21,9.08,no
PrimePick,69.10235885014053,41.376713508318794,Beverages,Nescafé,Mineral Water,82,2024-10-18,2025-09-15,9.1,yes
NutriMart,69.17653500942167,41.20545794645539,Meat Products,Tyson,Sausage,15,2024-04-13,2024-05-17,12.96,yes
MegaMarket,69.19166457183383,41.28850891963983,Beverages,Coca-Cola,Juices,74,2024-04-18,2025-07-17,2.66,yes
NutriMart,69.2629241727042,41.38984019645333,Beverages,Nescafé,Tea,87,2024-06-30,2025-04-12,9.32,no
MarketMax,69.34159696255595,41.23747896507247,Sweets,Nestlé,Jam,7,2024-12-25,2025-11-16,4.71,yes
FreshFoods,69.20661082857933,41.381725352168004,Sweets,Ferrero,Chocolate,66,2024-11-24,2025-11-13,5.11,yes
NutriMart,69.23598753018487,41.24135397252897,Bakery Products,Ozon,Pasta,59,2024-09-13,2025-02-26,3.82,yes
MarketMax,69.18793106427043,41.28623437194947,Bakery Products,Pioner,Bread,65,2024-06-22,2024-08-27,1.09,no
MegaMarket,69.17164359497426,41.257890233145964,Meat Products,Hormel,Sausage,43,2025-01-15,2025-02-13,5.32,no
EcoGrocer,69.2137341516409,41.29866920503381,Bakery Products,Pioner,Biscuits,20,2024-05-02,2024-05-25,6.85,yes
TastyBite,69.10197309273035,41.38772050197446,Sweets,Ferrero,Halva,24,2024-08-16,2025-06-09,5.09,yes
FreshFoods,69.31809621676128,41.23734825635468,Beverages,Nestlé Pure Life,Mineral Water,73,2024-08-08,2025-07-25,10.29,no
FreshFoods,69.26155721968756,41.3893707489224,Bakery Products,Pioner,Noodles,11,2024-07-11,2024-08-17,7.17,no
FreshFoods,69.34027017146174,41.26652315357601,Dairy Products,Campina,Yogurt,49,2025-01-10,2025-01-26,2.21,no
NutriMart,69.11968047417456,41.33682587242787,Meat Products,Hormel,Hot Dogs,34,2024-04-18,2024-06-13,11.94,no
FreshFoods,69.39154179684301,41.33927214622306,Bakery Products,Yashkino,Bread,20,2024-11-27,2025-04-26,4.95,yes
FreshFoods,69.18080833915434,41.274950893038,Beverages,Nescafé,Coffee,7,2024-03-29,2026-02-19,12.81,yes
MegaMarket,69.39677121146002,41.21768035921849,Sweets,Mars,Cakes,40,2024-04-29,2025-03-04,10.96,yes
MarketMax,69.11755005255505,41.34481310355977,Beverages,Pepsi,Coffee,36,2024-06-10,2024-12-09,6.73,no
MegaMarket,69.28989806218212,41.304785294760805,Sweets,Milka,Halva,20,2024-08-09,2024-11-12,4.55,yes
FoodWorld,69.13140518748716,41.357838401341546,Meat Products,Perdue,Lamb,37,2024-03-22,2024-03-31,9.61,yes
GoldenCart,69.1280071837081,41.24463923240357,Beverages,Coca-Cola,Tea,45,2025-01-14,2026-10-01,3.49,yes
PrimePick,69.35946886224143,41.356482222533366,Beverages,Lipton,Juices,83,2024-05-09,2025-08-08,9.26,no
TastyBite,69.27733841485227,41.33151139943956,Meat Products,Tyson,Hot Dogs,74,2024-04-07,2024-04-19,5.2,no
MarketMax,69.13767065911765,41.25152310295609,Sweets,Ferrero,Candies,57,2024-11-22,2025-10-20,2.55,yes
PrimePick,69.21501759638298,41.365820021682296,Sweets,Ferrero,Candies,79,2024-09-19,2025-06-25,4.64,yes
PrimePick,69.31257471423012,41.374408703231204,Bakery Products,Yashkino,Buns,1,2024-05-18,2024-06-24,3.19,no
FoodWorld,69.31232605418113,41.29671263227367,Dairy Products,Campina,Kefir,14,2024-07-04,2024-09-25,8.1,yes
GoldenCart,69.13859451928215,41.21274939921605,Bakery Products,Pioner,Bread,2,2024-12-02,2025-02-02,5.27,yes
FoodWorld,69.14286152040887,41.354333508054054,Meat Products,Oscar Mayer,Smoked Meat,92,2024-07-09,2024-07-25,10.58,yes
SuperValue,69.39969119544376,41.23489667528963,Meat Products,Perdue,Hot Dogs,56,2024-09-01,2024-10-05,8.32,yes
EcoGrocer,69.10165597970962,41.38907899709747,Dairy Products,President,Cream,34,2024-09-01,2024-10-26,7.76,yes
PrimePick,69.1306484541141,41.300800376229,Meat Products,Tyson,Sausage,87,2024-12-21,2025-01-07,15.39,yes
GoldenCart,69.39487544062438,41.38984534461902,Sweets,Ferrero,Jam,96,2024-11-05,2025-02-14,9.66,no
SuperValue,69.32844178413086,41.21197465829319,Sweets,Nestlé,Jam,28,2024-09-29,2025-01-06,7.24,yes
TastyBite,69.12976889862297,41.39975229831928,Beverages,Pepsi,Carbonated Drinks,91,2024-04-30,2025-12-19,14.91,yes
MegaMarket,69.34077653463862,41.321546882922824,Bakery Products,Pioner,Buns,4,2024-07-07,2024-09-28,6.37,no
PrimePick,69.1582935865355,41.2792312157707,Meat Products,Perdue,Smoked Meat,70,2024-12-04,2025-01-24,18.51,yes
FoodWorld,69.19505353680432,41.342421210439085,Sweets,Roshen,Halva,61,2024-03-23,2025-03-16,2.31,no
GoldenCart,69.29435821238503,41.2434755249581,Sweets,Roshen,Jam,10,2024-06-17,2024-11-30,8.55,no
NutriMart,69.31423399939275,41.20282332308084,Beverages,Nestlé Pure Life,Carbonated Drinks,98,2025-02-12,2026-12-22,12.09,yes
PrimePick,69.30388974573752,41.21532317711305,Meat Products,Perdue,Lamb,22,2024-06-05,2024-06-12,15.83,no
EcoGrocer,69.17188417467298,41.31666371241073,Meat Products,Hormel,Lamb,76,2025-01-02,2025-02-21,19.68,yes
TastyBite,69.29981644590161,41.240812485053254,Beverages,Coca-Cola,Tea,73,2025-01-16,2026-02-07,9.47,yes
FreshFoods,69.3421155247771,41.30428948705047,Sweets,Ferrero,Halva,93,2024-06-04,2024-11-13,2.71,yes
NutriMart,69.3868665077229,41.297135554345,Dairy Products,Parmalat,Cream,24,2024-11-22,2025-02-08,4.99,yes
FreshFoods,69.21557647090162,41.326957427043766,Bakery Products,Barilla,Bread,49,2025-01-19,2025-04-21,5.56,yes
MarketMax,69.12109884290253,41.30381179347462,Dairy Products,Campina,Cottage Cheese,50,2025-01-27,2025-03-20,2.59,yes
SuperValue,69.28327177655437,41.281903553375514,Sweets,Mars,Jam,71,2024-12-07,2025-11-27,11.36,no
TastyBite,69.35365713047908,41.210268888704526,Dairy Products,President,Milk,37,2025-01-18,2025-02-23,9.31,yes
MarketMax,69.30822491352978,41.392254515833955,Beverages,Nescafé,Mineral Water,65,2025-02-14,2026-07-20,14.74,yes
PrimePick,69.14844184425561,41.381613922828855,Bakery Products,Pioner,Pasta,100,2024-05-15,2024-07-11,2.22,no
FoodWorld,69.12329949929835,41.36328020229763,Bakery Products,Yashkino,Pasta,100,2024-04-25,2024-09-29,1.53,no
MegaMarket,69.13159744719684,41.259642594792545,Meat Products,Oscar Mayer,Beef,99,2025-01-15,2025-02-21,16.4,yes
MarketMax,69.26740555988127,41.302740988914536,Bakery Products,Barilla,Noodles,16,2024-12-28,2025-01-12,1.46,yes
FoodWorld,69.26694076766961,41.293870882636156,Dairy Products,Campina,Cream,30,2024-05-11,2024-06-09,3.28,yes
NutriMart,69.23698491829629,41.297175571473154,Dairy Products,Danone,Milk,17,2024-07-05,2024-08-01,3.06,yes
FreshFoods,69.31594526627921,41.26502171994437,Meat Products,Oscar Mayer,Smoked Meat,32,2024-05-29,2024-07-06,22.12,yes
TastyBite,69.2242378817211,41.26536615689075,Meat Products,Cherkizovo,Lamb,4,2024-10-17,2024-11-06,5.49,yes
MarketMax,69.13526481383192,41.231012700555596,Bakery Products,Pioner,Wheat Flour,71,2025-01-03,2025-02-05,1.07,yes
FreshFoods,69.26013246650899,41.24172737344165,Dairy Products,President,Cottage Cheese,85,2024-06-19,2024-08-13,2.52,yes
SuperValue,69.27035820132248,41.26758601547035,Dairy Products,Nestlé,Yogurt,85,2024-11-03,2024-11-21,3.41,no
TastyBite,69.1933702172705,41.28561121700762,Sweets,Milka,Chocolate,10,2024-08-07,2025-05-22,8.16,yes
EcoGrocer,69.3195706808509,41.37168631378374,Beverages,Lipton,Carbonated Drinks,63,2024-06-07,2025-01-10,9.86,yes
MegaMarket,69.26421911416223,41.23062507483581,Sweets,Mars,Ice Cream,95,2024-07-01,2025-03-27,4.29,no
GoldenCart,69.15660603200769,41.31777192663134,Bakery Products,Pioner,Pasta,42,2024-04-22,2024-05-08,3.19,no
PrimePick,69.22215106325133,41.26117656598367,Bakery Products,Barilla,Bread,86,2024-04-26,2024-07-28,1.7,yes
SuperValue,69.35890820457286,41.21436415038603,Bakery Products,Barilla,Noodles,20,2024-08-16,2024-08-23,4.34,yes
EcoGrocer,69.20604804055016,41.23533764124317,Beverages,Lipton,Juices,31,2024-07-18,2025-03-06,4.11,yes
TastyBite,69.19158124332327,41.28760260917458,Meat Products,Oscar Mayer,Lamb,78,2024-05-09,2024-06-22,11.4,yes
MegaMarket,69.29214852357313,41.263492937088884,Dairy Products,President,Yogurt,88,2024-09-28,2024-12-13,4.88,yes
PrimePick,69.10719582429965,41.275079300274975,Dairy Products,Parmalat,Cheese,47,2024-03-21,2024-04-06,3.8,yes
GoldenCart,69.12268861181056,41.24060825320227,Meat Products,Perdue,Smoked Meat,37,2025-02-11,2025-02-28,6.17,yes
NutriMart,69.20123045981086,41.399033443698436,Dairy Products,Nestlé,Cheese,45,2024-05-11,2024-08-09,6.18,no
MegaMarket,69.2299808538289,41.28045086570814,Sweets,Mars,Ice Cream,99,2024-09-13,2024-12-28,6.56,yes
NutriMart,69.1321568015299,41.28648195427029,Beverages,Lipton,Juices,3,2024-08-09,2026-03-22,2.32,yes
SuperValue,69.16710500549954,41.34850572369407,Sweets,Milka,Candies,94,2025-01-22,2025-11-28,5.46,yes
TastyBite,69.11424030629446,41.23561882038095,Bakery Products,Barilla,Pasta,1,2024-07-28,2024-12-24,7.85,yes
MegaMarket,69.36762208763885,41.24031200664449,Meat Products,Oscar Mayer,Poultry,63,2024-09-27,2024-11-21,10.91,yes
SuperValue,69.28675544129867,41.324078350054066,Beverages,Coca-Cola,Coffee,57,2024-08-17,2026-01-24,4.05,no
GoldenCart,69.39550793794598,41.34365534060179,Sweets,Mars,Chocolate,19,2025-02-03,2025-05-13,11.8,no
GoldenCart,69.23618327254543,41.34942497917764,Meat Products,Perdue,Poultry,18,2024-11-03,2024-12-24,7.78,yes
MarketMax,69.3522495824963,41.36957206735986,Sweets,Mars,Halva,67,2024-06-08,2025-01-17,5.23,yes
FreshFoods,69.2467490894818,41.389714670330804,Meat Products,Perdue,Beef,20,2024-06-28,2024-07-31,5.12,yes
FoodWorld,69.10080190771627,41.30268091340203,Bakery Products,Makfa,Bread,22,2024-09-06,2024-12-04,7.36,yes
